TweetID,date,positiveScore,neutralScore,negativeScore,sentimentType,location,keyword,unigram,tweet
0527,9/12/2020,0.003254389,0.322184522,0.674561089,negative,George Town,sedih,"em', 'betoi', 'la', 'org', 'cakap', 'jgn', 'terlalu', 'berharap', 'sgt', 'kang', 'mkn', 'diri', 'tuu', 'sedih', 'betoi', 'aku', 'ingt', 'bfday', 'aku', 'aku', 'akan', 'dpt', 'bnda', 'yg', 'paling', 'aku', 'tk', 'sngka', 'dia', 'akan', 'surpised', 'ka', 'apa', 'ka', 'tapi', 'apa', 'pon', 'dia', 'tk', 'bt', 'arghh', 'sedihhnyaa'",em betoi la org cakap jgn terlalu berharap sgt kang mkn diri tuu sedih betoi aku ingt bfday aku aku akan dpt bnda yg paling aku tk sngka dia akan surpised ka apa ka tapi apa pon dia tk bt arghh sedihhnyaa
0528,8/12/2020,0.000571073,0.056536186,0.942892742,negative,George Town,bunuh diri,"kucingcuters', 'kat', 'tmpt', 'aku', 'baling2', 'barang', 'bini', 'ugut', 'nak', 'bunuh', 'diri', 'lagi', 'menakutkan'",kucingcuters kat tmpt aku baling2 barang bini ugut nak bunuh diri lagi menakutkan
0529,6/12/2020,0.000308675,0.030558796,0.969132529,negative,George Town,marah,"hang', 'paham', 'dak', 'situation', 'lani', 'kalau', 'tetiba', 'hang', 'mai', 'bagitau', 'kata', 'hg', 'nak', 'bersedekah', 'contohnya', 'tkkan', 'lah', 'aku', 'nak', 'marah', 'semua', 'orang', 'tau', 'kot', 'marah', 'bersebab', 'hg', 'bagitau', 'kata', 'nak', 'bunuh', 'diri', 'contohnya', 'takkan', 'aku', 'nak', 'sokong'",hang paham dak situation lani kalau tetiba hang mai bagitau kata hg nak bersedekah contohnya tkkan lah aku nak marah semua orang tau kot marah bersebab hg bagitau kata nak bunuh diri contohnya takkan aku nak sokong
0530,4/12/2020,0.000797653,0.078967625,0.920234722,negative,George Town,marah,"marah', 'betul', 'kat', 'diri', 'sendiri', 'kenapa', 'cakap', 'sesuatu', 'tak', 'fikir', 'dulu'",marah betul kat diri sendiri kenapa cakap sesuatu tak fikir dulu
0531,29/11/2020,0.281871134,0.710947577,0.007181289,neutral,George Town,marah,"sidchan', 'akmalhizzat', 'tuhan', 'selamatkan', 'diri', 'dari', 'marah', 'dunia', 'haha'",sidchan akmalhizzat tuhan selamatkan diri dari marah dunia haha
0532,29/11/2020,0.005525682,0.547042497,0.447431821,neutral,George Town,sedih,"be', 'positive', 'this', 'last', 'call', 'in', 'hsah', 'is', 'considered', 'as', 'my', 'amal', 'jariah', 'for', 'others', 'hopefully', 'walaupun', 'sedih', 'org', 'lain', 'dh', 'dpt', 'cuti', 'diri', 'ni', 'still', 'kena', 'oncall', 'sbb', 'tak', 'ckup', 'org', 'ikhlaskan', 'diriku', 'ya', 'allah'",be positive this last call in hsah is considered as my amal jariah for others hopefully walaupun sedih org lain dh dpt cuti diri ni still kena oncall sbb tak ckup org ikhlaskan diriku ya allah
0533,27/11/2020,0.000450805,0.044629671,0.954919524,negative,George Town,bunuh diri,"nak', 'bunuh', 'diri', 'tapi', 'takut', 'kena', 'makan', 'buaya', 'emm'",nak bunuh diri tapi takut kena makan buaya emm
0534,26/11/2020,0.004568187,0.452250532,0.543181281,negative,George Town,marah,"lol', 'im', 'so', 'mad', 'right', 'now', 'marah', 'dengan', 'diri', 'sendiri', 'do'",lol im so mad right now marah dengan diri sendiri do
0535,24/11/2020,0.003913069,0.387393796,0.608693135,negative,George Town,bunuh diri,"mdqyp1', 'segera', 'bunuh', 'diri', 'lebih', 'rela', 'dari', 'mati', 'slow2', 'hahaha'",mdqyp1 segera bunuh diri lebih rela dari mati slow2 hahaha
0536,18/11/2020,0.000724378,0.071713465,0.927562156,negative,George Town,bunuh diri,"ini', 'bukan', 'perkara', 'main2', 'purata', 'setiap', 'hari', 'seorang', 'akan', 'bunuh', 'diri', 'akibat', 'tekanan', 'ekonomi', 'berhadapan', 'dengan', 'situasi', 'hari', 'ini'",ini bukan perkara main2 purata setiap hari seorang akan bunuh diri akibat tekanan ekonomi berhadapan dengan situasi hari ini 
0537,11/11/2020,0.005635865,0.557950628,0.436413507,neutral,George Town,bunuh diri,"saifulkhusyairi', 'ada', 'org', 'terjun', 'bangunan', 'bunuh', 'diri', 'tak', 'haha'",saifulkhusyairi ada org terjun bangunan bunuh diri tak haha
0538,6/11/2020,0.000341365,0.033795171,0.965863463,negative,George Town,bunuh diri,"memang', 'dia', 'siap', 'buat', 'video', 'sebelum', 'dia', 'mengamuk', 'dan', 'bunuh', 'diri', 'ada', 'dekat', '15', 'minit'",memang dia siap buat video sebelum dia mengamuk dan bunuh diri ada dekat 15 minit
0539,5/11/2020,0.002129178,0.210788637,0.787082185,negative,George Town,sedih,"ezzati', 'ruslan', 'hahaha', 'tu', 'tajuk', 'dia', 'pun', 'isteri', 'yang', 'bodoh', 'dia', 'sedaq', 'diri', 'dah', 'tapi', 'demi', 'anak2', 'bertahan', 'juga', 'lah', 'sedih', 'nak', 'p', 'keja', 'pun', 'kena', 'jimat', 'bawa', 'bekal', 'balik', 'pantang', 'nak', 'upah', 'tukang', 'urut', 'pun', 'tak', 'mampu', 'hat', 'laki', 'hdup', 'mewah', 'aiisshh', 'geram', 'gak', 'baca'",ezzati ruslan hahaha tu tajuk dia pun isteri yang bodoh dia sedaq diri dah tapi demi anak2 bertahan juga lah sedih nak p keja pun kena jimat bawa bekal balik pantang nak upah tukang urut pun tak mampu hat laki hdup mewah aiisshh geram gak baca
0540,3/11/2020,0.002034514,0.201416905,0.796548581,negative,George Town,bunuh diri,"syedsaddiq', 'betul', 'jika', 'dihukum', 'mereka', 'ni', 'makin', 'parah', 'mental', 'mereka', 'patut', 'diberi', 'bimbingan', 'dan', 'perlindungan', 'orang', 'waras', 'xkan', 'nak', 'bunuh', 'diri'",syedsaddiq betul jika dihukum mereka ni makin parah mental mereka patut diberi bimbingan dan perlindungan orang waras xkan nak bunuh diri
0541,3/11/2020,0.000482373,0.047754969,0.951762657,negative,George Town,marah,"dalam', 'sy', 'melakukan', 'aktiviti', 'pelbagai', 'ragam', 'manusia', 'sy', 'tempuhi', 'ada', 'yg', 'marah', 'maki', 'komen', 'negatif', 'mengkritik', 'memberi', 'tekanan', 'dan', 'sebagainya', 'trhdp', 'sy', 'sbg', 'hamba', 'allah', 'sy', 'hanya', 'mampu', 'diamkan', 'diri', 'walaupun', 'ianya', 'bukan', 'salah', 'dipihak', 'sy'",dalam sy melakukan aktiviti pelbagai ragam manusia sy tempuhi ada yg marah maki komen negatif mengkritik memberi tekanan dan sebagainya trhdp sy sbg hamba allah sy hanya mampu diamkan diri walaupun ianya bukan salah di pihak sy
0542,28/10/2020,0.006475784,0.641102597,0.352421619,neutral,George Town,sedih,"orang', 'nampak', 'kita', 'berduit', 'nampak', 'kita', 'happy', 'nampak', 'kita', 'macam', 'senang', 'tenang', 'senyum', 'tapi', 'orang', 'tak', 'pernah', 'nampak', 'struggle', 'kita', 'macam', 'mana', 'sedih', 'kita', 'penat', 'untuk', 'dapatkan', 'apa', 'yang', 'kita', 'ingin', 'miliki', 'selama', 'ni', 'adalah', 'reward', 'untuk', 'diri', 'sendiri', 'struggle', 'is', 'real'",orang nampak kita berduit nampak kita happy nampak kita macam senang tenang senyum tapi orang tak pernah nampak struggle kita macam mana sedih kita penat untuk dapatkan apa yang kita ingin miliki selama ni adalah reward untuk diri sendiri struggle is real 
0543,27/10/2020,0.000818923,0.08107335,0.918107727,negative,George Town,marah,"stressnyaaa', 'kenapa', 'minggu', 'ni', 'shopping', 'asyik', 'lupa', 'guna', 'shopback', 'argh', 'nak', 'marah', 'kat', 'diri', 'sendiri'",stressnyaaa kenapa minggu ni shopping asyik lupa guna shopback argh nak marah kat diri sendiri
0544,16/10/2020,0.002307549,0.228447334,0.769245117,negative,George Town,bunuh diri,"filter', 'bang', 'jago', 'tu', 'buat', 'aku', 'rasa', 'macam', 'nak', 'bunuh', 'diri', 'ja'",filter bang jago tu buat aku rasa macam nak bunuh diri ja
0545,12/10/2020,0.00139958,0.138558385,0.860042035,negative,George Town,marah,"marah', 'betul', 'aku', 'dgn', 'menteri', 'sebenarnya', 'aku', 'nak', 'jugak', 'ada', 'nama', 'cluster', 'menteri', 'baru', 'sedar', 'diri', 'skit', 'bro'",marah betul aku dgn menteri sebenarnya aku nak jugak ada nama cluster menteri baru sedar diri skit bro
0546,5/10/2020,0.003111401,0.308028744,0.688859855,negative,George Town,marah,"cikgu', 'dek', 'marah', 'dulu', 'la', 'pastu', 'baru', 'muhasabah', 'diri'",cikgu dek marah dulu la pastu baru muhasabah diri
0547,2/10/2020,0.00064218,0.06357578,0.93578204,negative,George Town,marah,"ya', 'allah', 'pepagi', 'dah', 'marah', 'dengan', 'diri', 'sendiri', 'ishh', 'geram', 'bodoh'",ya allah pepagi dah marah dengan diri sendiri ishh geram bodoh
0548,30/9/2020,0.00101056,0.100045487,0.898943953,negative,George Town,marah,"dah', 'sedia', 'dah', 'nak', 'hadap', 'hari', 'esok', 'esok', 'aku', 'nak', 'serah', 'diri', 'je', 'kena', 'marah'",dah sedia dah nak hadap hari esok esok aku nak serah diri je kena marah
0549,21/9/2020,0.006822427,0.675420239,0.317757334,neutral,George Town,bunuh diri,"mizelicious', 'xsuka', 'la', 'org', 'yg', 'bunuh', 'diri', 'pun', 'nak', 'perhatian', 'gi', 'je', 'la', 'hutan', 'ke', 'mana', 'mana', 'yg', 'xde', 'org', 'tahu'",mizelicious xsuka la org yg bunuh diri pun nak perhatian gi je la hutan ke mana mana yg xde org tahu
0550,31/8/2020,0.000438122,0.043374031,0.956187847,negative,George Town,bunuh diri,"what', 'asal', 'tak', 'bunuh', 'diri', 'je', 'kan', 'senang', 'mati', 'terus', 'puak', 'puak', 'gini'",what asal tak bunuh diri je kan senang mati terus puak puak gini
0551,30/8/2020,0.001876251,0.185748873,0.812374876,negative,George Town,sedih,"kdg2', 'sedih', 'gk', 'bila', 'mngenang', 'nasib', 'diri', 'sndiri', 'yg', 'makin', 'gemuk', 'tp', 'tu', 'la', 'makan', 'x', 'jaga', 'dok', 'rumah', 'lg', 'makan', '24', 'jam'",kdg2 sedih gk bila mngenang nasib diri sndiri yg makin gemuk tp tu la makan x jaga dok rumah lg makan 24 jam
0552,28/8/2020,0.004395254,0.435130159,0.560474587,negative,George Town,sedih,"magmalaya', 'for', 'me', 'bila', 'berniaga', 'aku', 'nmpk', 'duit', 'aku', 'rasa', 'happy', 'sngt2', 'even', 'haritu', 'hujan', 'aku', 'slalu', 'ckp', 'kat', 'diri', 'aku', 'tak', 'pa', 'jgn', 'sedih', 'akan', 'ada', 'pelangi', 'lepas', 'hujan', 'pastukan', 'ramai', 'customer', 'dtg', 'weyh', 'lepas', 'hujan', 'nk', 'reda', 'tu', 'rezeki', 'org', 'kata'",magmalaya for me bila berniaga aku nmpk duit aku rasa happy sngt2 even haritu hujan aku slalu ckp kat diri aku tak pa jgn sedih akan ada pelangi lepas hujan pastukan ramai customer dtg weyh lepas hujan nk reda tu rezeki org kata
0553,18/8/2020,0.007786687,0.770881973,0.22133134,neutral,George Town,bunuh diri,"afiqnaim', 'mmg', 'kalo', 'screen', 'crack', 'kalo', 'boleh', 'bunuh', 'diri', 'john', 'nak', 'tukar', '1', 'set', 'hahahahahah'",afiqnaim mmg kalo screen crack kalo boleh bunuh diri john nak tukar 1 set hahahahahah
0554,16/8/2020,0.002617834,0.259165589,0.738216577,negative,George Town,sedih,"syafiqasabirin', 'tak', 'skrg', 'ni', 'faham', 'tak', 'apa', 'point', 'sebenarnya', 'point', 'kat', 'sini', 'jangan', 'proclaim', 'diri', 'tu', 'depress', 'dkt', 'socmed', 'nak', 'tunjuk', 'sedih', 'then', 'tunjuk', 'cuma', 'jangan', 'proclaim', 'diri', 'depress'",syafiqasabirin tak skrg ni faham tak apa point sebenarnya point kat sini jangan proclaim diri tu depress dkt socmed nak tunjuk sedih then tunjuk cuma jangan proclaim diri depress
0555,14/7/2020,0.000193995,0.019205495,0.98060051,negative,George Town,sedih,"jangan', 'laa', 'jadi', 'toxic', 'jangan', 'laa', 'suka', 'sangat', 'buat', 'orang', 'rasa', 'sakit', 'hati', 'sedih', 'best', 'sangat', 'kaa', 'jadi', 'toxic', 'tu', 'tak', 'rasa', 'kaa', 'macam', 'diri', 'tu', 'ada', 'penyakit', 'hati', 'sakit', 'otak', 'tak', 'boleh', 'tengok', 'orang', 'happy', 'ka', 'apa', 'kaa', 'and', 'i', 'pernah', 'kena', 'and', 'i', 'kena', 'fitnah', 'dengan', 'perempuan', 'tu'",jangan laa jadi toxic jangan laa suka sangat buat orang rasa sakit hati sedih best sangat kaa jadi toxic tu tak rasa kaa macam diri tu ada penyakit hati sakit otak tak boleh tengok orang happy ka apa kaa and i pernah kena and i kena fitnah dengan perempuan tu
0556,5/7/2020,0.001300208,0.128720604,0.869979188,negative,George Town,bunuh diri,"sedihnya', 'speechless', 'giler', 'tahu', 'rupanya', 'hero', 'raabta', 'mati', 'bunuh', 'diri', 'dah', 'lah', 'mmg', 'minat', 'dia', 'sbb', 'lagu', 'main', 'tera', 'boyfriend'",sedihnya speechless giler tahu rupanya hero raabta mati bunuh diri dah lah mmg minat dia sbb lagu main tera boyfriend
0557,2/7/2020,0.001397396,0.138342183,0.860260421,negative,George Town,bunuh diri,"allah', 'uji', 'kita', 'and', 'that', 'time', 'kita', 'kena', 'fikir', 'allah', 'nak', 'aku', 'ubah', 'something', 'ni', 'sebab', 'tu', 'allah', 'uji', 'aku', 'mcm', 'ni', 'and', 'dont', 'ever', 'choose', 'suicide', 'sikit2', 'suicide', 'ingat', 'allah', 'cipta', 'kita', 'elok2', 'untuk', 'suicide', 'ke', 'dik', 'please', 'wake', 'up', 'if', 'rasa', 'mcm', 'nak', 'bunuh', 'diri', 'cepat', 'istighfar'",allah uji kita and that time kita kena fikir allah nak aku ubah something ni sebab tu allah uji aku mcm ni and don't ever choose suicide sikit2 suicide ingat allah cipta kita elok2 untuk suicide ke dik please wake up if rasa mcm nak bunuh diri cepat istighfar
0558,30/6/2020,0.003485804,0.345094608,0.651419588,negative,George Town,marah,"itu', 'pun', 'pagi', 'kui', '10', 'game', 'sorang', 'tarik', 'diri', 'last', 'minit', 'aku', 'tak', 'marah', 'but', 'yeaa', 'ak', 'dngn', 'mmbr', 'ak', 'call', 'yang', 'mana', 'main', 'nasib', 'baik', 'ada', 'aku', 'kekadang', 'sakit', 'hati', 'tapi', 'takpala', 'then', 'aku', 'cuba', 'lagi', 'masuk', 'tour', 'tetap', 'sama', 'tak', 'dak', 'komitmen', 'masa', 'training'",itu pun pagi kui 10 game sorang tarik diri last minit aku tak marah but yeaa ak dngn mmbr ak call yang mana main nasib baik ada aku kekadang sakit hati tapi takpala then aku cuba lagi masuk tour tetap sama tak dak komitmen masa training
0559,29/6/2020,0.006408438,0.634435351,0.359156211,neutral,George Town,sedih,"kita', 'semua', 'ada', 'kekuatan', 'masing', 'masing', 'gunakan', 'kekuatan', 'kelebihan', 'tu', 'untuk', 'atasi', 'rasa', 'sedih', 'tu', 'yang', 'tahu', 'diri', 'kau', 'cuma', 'kau', 'sorang', 'je', 'kalau', 'kau', 'kata', 'tak', 'nak', 'maka', 'nya', 'sampai', 'bila', 'bila', 'kau', 'takkan', 'ada', 'speciality', 'dalam', 'hidup'",kita semua ada kekuatan masing masing gunakan kekuatan kelebihan tu untuk atasi rasa sedih tu yang tahu diri kau cuma kau sorang je kalau kau kata tak nak maka nya sampai bila bila kau takkan ada speciality dalam hidup
0560,26/6/2020,0.00168055,0.166374472,0.831944978,negative,George Town,bunuh diri,"jika', 'dilihat', 'semakin', 'dekat', 'banyak', 'pula', 'serangga', 'bunuh', 'diri', 'di', 'kedah', 'ia', 'fenomena', 'biasa', 'jika', 'lalui', 'lebuh', 'raya', 'yang', 'dibina', 'merentasi', 'sawah', 'padi', 'jika', 'musim', 'menuai', 'lagi', 'meriah', 'namun', 'membasuhnya', 'tidak', 'mudah'",jika dilihat semakin dekat banyak pula serangga bunuh diri di kedah ia fenomena biasa jika lalui lebuh raya yang dibina merentasi sawah padi jika musim menuai lagi meriah namun membasuhnya tidak mudah 
0561,21/6/2020,0.003210149,0.317804735,0.678985116,negative,George Town,sedih,"sebagai', 'manusia', 'aku', 'tgh', 'sedih', 'skrg', 'hahaha', 'aku', 'rasa', 'tgh', 'pressure', 'dgn', 'diri', 'sendiri', 'hahhaa'",sebagai manusia aku tgh sedih skrg hahaha aku rasa tgh pressure dgn diri sendiri hahhaa 
0562,18/6/2020,0.003305584,0.327252824,0.669441592,negative,George Town,sedih,"sedih', 'kt', 'diri', 'sndiri', 'byk', 'haha'",sedih kt diri sndiri byk haha
0563,18/6/2020,0.005630131,0.55738301,0.436986858,neutral,George Town,bunuh diri,"yang', 'last', 'tu', 'budak', 'yang', 'ambulan', 'selamatkan', 'bomba', 'tu', 'kan', 'lepastu', 'orang', 'bunuh', 'diri', 'yang', 'selamatkan', 'bomba', 'hahahaahhahahahaa'",yang last tu budak yang ambulan selamatkan bomba tu kan lepastu orang bunuh diri yang selamatkan bomba hahahaahhahahahaa
0564,17/6/2020,0.005143343,0.509190955,0.485665702,neutral,George Town,#KitaJagaKita,"1518', 'jun', '2020', 'mematuhi', 'sop', 'masuk', 'ke', 'premis', 'pelajar', 'tingkatan', '14', 'hadir', 'ke', 'sekolah', 'untuk', 'ambil', 'barang', 'sendiri', 'di', 'asrama', 'dan', 'kelas', 'imbas', 'suhu', 'badan', 'isi', 'maklumat', 'diri', 'dalam', 'borang', 'saringan', 'kesihatan', 'kita', 'jaga', 'kita'",1518 jun 2020 mematuhi sop masuk ke premis pelajar tingkatan 14 hadir ke sekolah untuk ambil barang sendiri di asrama dan kelas imbas suhu badan isi maklumat diri dalam borang saringan kesihatan kita jaga kita
0565,15/6/2020,0.000878023,0.08692426,0.912197717,negative,George Town,sedih,"takpalah', 'aku', 'redha', 'takda', 'rezeki', 'hmm', 'ada', 'hikmah', 'kenapa', 'warranty', 'aku', 'hilang', 'atas', 'kecuaian', 'diri', 'sendiri', 'mungkin', 'lepas', 'ni', 'allah', 'nak', 'gantikan', 'lebih', 'elok', 'untuk', 'aku', 'lepas', 'ni', 'usaha', 'lebih', 'lagi', 'jual', 'fon', 'tapi', 'fon', 'vivo', 'v19', 'aku', 'dah', 'jual', 'tiga', 'biji', 'minggu', 'lepas', 'aku', 'terlalu', 'sedih'",takpalah aku redha takda rezeki hmm ada hikmah kenapa warranty aku hilang atas kecuaian diri sendiri mungkin lepas ni allah nak gantikan lebih elok untuk aku lepas ni usaha lebih lagi jual fon tapi fon vivo v19 aku dah jual tiga biji minggu lepas ­aku terlalu sedih
0566,11/6/2020,0.010066172,0.98,0.009933828,neutral,George Town,#COVID19,"kini', 'kitalah', 'yang', 'akan', 'jaga', 'diri', 'dan', 'keluarga', 'kita', 'kita', 'masih', 'belum', 'menang', 'orang', 'ramai', 'dinasihatkan', 'merancang', 'segala', 'aktiviti', 'luar', 'termasuk', 'rentas', 'negeri', 'sepanjang', 'tempoh', 'pelaksanaan', 'kawalan', 'pergerakan', 'pemulihan', 'pkpp', 'kita', 'mesti', 'menang', 'covid19', 'malaysia', 'covid19', 'hapus', 'covid19'",kini kitalah yang akan jaga diri dan keluarga kita kita masih belum menang orang ramai dinasihatkan merancang segala aktiviti luar termasuk rentas negeri sepanjang tempoh pelaksanaan kawalan pergerakan pemulihan pkpp kita mesti menang covid19 malaysia covid19 hapus covid19 
0567,10/6/2020,0.005359822,0.530622374,0.464017804,neutral,George Town,kecewa,"nazrinizhar', 'kalau', 'hang', 'tak', 'mampu', 'hidup', 'untuk', 'diri', 'sendiri', 'hidup', 'la', 'utk', 'orang', 'lain', 'jangan', 'sebab', 'hang', 'takda', 'orang', 'yang', 'sayang', 'hang', 'kecewa', 'seumur', 'hidop', 'mereka', 'bertahanlah'",nazrinizhar kalau hang takmampu hidup untuk diri sendiri hidup la utk orang lain jangan sebab hang takda orang yang sayang hang kecewa seumur hidop mereka bertahanlah
0568,9/6/2020,0.035510469,0.954844635,0.009644895,neutral,George Town,sedih,"sebabkan', 'sedih', 'mengenangkan', 'malam', 'ni', 'world', 'cup', 'qualification', 'match', 'tak', 'jadi', 'aku', 'bawak', 'diri', 'cuci', 'peti', 'ais', 'rumah', 'puas', 'hatiiiiiiiiiiiiiiiiiiiiiiiii'",sebabkan sedih mengenangkan malam ni world cup qualification match tak jadi aku bawak diri cuci peti ais rumah puas hatiiiiiiiiiiiiiiiiiiiiiiiii
0569,5/6/2020,0.000132657,0.013133024,0.986734319,negative,George Town,marah,"sebab', 'tu', 'aku', 'kalau', 'marah', 'aku', 'diam', 'je', 'tkut', 'salah', 'cakap', 'nnti', 'makan', 'diri'",sebab tu aku kalau marah aku diam je tkut salah cakap nnti makan diri
0570,4/6/2020,0.001303214,0.12901822,0.869678565,negative,George Town,sedih,"2020', 'aku', 'istiharkan', 'sebagai', 'tahun', 'sedih', 'gelap', 'bagi', 'diri', 'aku', 'diri', 'aku', 'masa', 'depan', 'aku', 'perasaan', 'aku', 'dan', 'keluarga', 'aku'",2020 aku istiharkan sebagai tahun sedih gelap bagi diri aku diri aku masa depan aku perasaan aku dan keluarga aku
0571,31/5/2020,0.001398365,0.138438146,0.860163489,negative,George Town,sedih,"berdiam', 'diri', 'daripada', 'meluahkan', 'itu', 'aku', 'last2', 'sendiri', 'jugak', 'sedih', 'padan', 'muka'",berdiam diri daripada meluahkan itu aku last2 sendiri jugak sedih padan muka
0572,31/5/2020,0.001292645,0.127971807,0.870735549,negative,George Town,sedih,"start', 'dari', 'masatu', 'aq', 'dh', 'rasa', 'menyesal', 'x', 'best', 'rasa', 'sedih', 'bukn', 'sebab', 'apa', 'sebab', 'ye', 'la', 'aq', 'ni', 'macam', 'tok', 'sik', 'tau', 'dlm', 'gp', 'kawan', 'aq', 'ni', 'aq', 'trus', 'jadi', 'diam', 'trus', 'bawa', 'diri', 'naik', 'bilik', 'pastu', 'kau', 'faham2la', 'kau', 'keras', 'kejung', 'macam', 'mana', 'sklipon', 'x', 'dapat', 'lari', 'dri', 'menangis', 'tu', 'la', 'rutin', 'aq', 'mlm2'",start dari masatu aq dh rasa menyesal x best rasa sedih bukn sebab apa sebab ye la aq ni macam tok sik tau dlm gp kawan aq ni aq trus jadi diam trus bawa diri naik bilik pastu kau faham2la kau keras kejung macam mana sklipon x dapat lari dri menangis tu la rutin aq mlm2
0573,30/5/2020,0.003266814,0.32341461,0.673318576,negative,George Town,sedih,"sedih', 'btui', 'kt', 'diri', 'sndiri'",sedih btui kt diri sndiri
0574,28/5/2020,0.004133938,0.409259827,0.586606235,negative,George Town,bunuh diri,"ooooo', 'ni', 'la', 'tempat', 'orang', 'selalu', 'bunuh', 'diri', 'tu'",ooooo ni la tempat orang selalu bunuh diri tu
0575,22/5/2020,0.005257065,0.520449428,0.474293507,neutral,George Town,bunuh diri,"rythmmm', 'suruh', 'saja', 'lah', 'bah', 'bunuh', 'diri', 'semak', 'bilang', 'hahahahhahaha'",rythmmm suruh saja lah bah bunuh diri semak bilang hahahahhahaha
0576,21/5/2020,0.000355201,0.035164896,0.964479903,negative,George Town,bunuh diri,"bazir', 'internet', 'dekat', 'kelas', 'online', 'tapi', 'content', 'tah', 'apa', 'apa', 'dahla', 'nk', 'bunuh', 'diri', 'siak', 'macamni'",bazir internet dekat kelas online tapi content tah apa apa dahla nk bunuh diri siak macamni
0577,20/5/2020,0.000918438,0.090925368,0.908156194,negative,George Town,bunuh diri,"ayisyia', 'tak', 'payah', 'laa', 'nak', 'commit', 'suicide', 'bagai', 'better', 'kau', 'cari', 'orang', 'yang', 'boleh', 'teman', 'and', 'dengar', 'masalah', 'kau', 'kang', 'nanti', 'menyesal', 'pulakk', 'kalau', 'bunuh', 'diri'",ayisyia tak payah laa nak commit suicide bagai better kau cari orang yang boleh teman and dengar masalah kau kang nanti menyesal pulakk kalau bunuh diri
0578,19/5/2020,0.000901326,0.089231239,0.909867435,negative,George Town,bunuh diri,"fedtriyahya', 'nak', 'buat', 'macam', 'mana', 'bunuh', 'diri', 'satgi', 'auto', 'neraka'",fedtriyahya nak buat macam mana bunuh diri satgi auto neraka
0579,14/5/2020,0.010019864,0.98,0.009980136,neutral,George Town,sedih,"imnurhidayah', 'alahai', 'sedih', 'sangat', 'ni', 'mengenangkan', 'nasib', 'diri', 'di', 'rantauan'",imnurhidayah alahai sedih sangat ni mengenangkan nasib diri di rantauan 
0580,14/5/2020,0.269430505,0.7232638,0.007305695,neutral,George Town,#COVID19,"nak', 'kena', 'keluar', 'rumah', 'pun', 'bersyarat', 'tau', 'apa', 'yang', 'anda', 'perlu', 'buat', 'berikut', 'adalah', '3c', 'yang', 'anda', 'perlu', 'elakkan', 'demi', 'keselamatan', 'kesihatan', 'anda', 'jangan', 'lupa', 'jarakkan', 'diri', 'okay', 'sumber', 'majlis', 'keselamatan', 'negara', 'mkn', 'ncercares', 'covid19'",nak kena keluar rumah pun bersyarat tau apa yang anda perlu buat berikut adalah 3c yang anda perlu elakkan demi keselamatan kesihatan anda jangan lupa jarakkan diri okay sumber majlis keselamatan negara mkn ncercares covid19
0581,9/5/2020,0.003816694,0.377852696,0.61833061,negative,George Town,bunuh diri,"ninoojer', 'bunuh', 'diri', 'jala', 'kalau', 'ceni'",ninoojer bunuh diri jala kalau ceni
0582,8/5/2020,0.001552081,0.153655978,0.844791941,negative,George Town,bunuh diri,"kenapa', 'semut', 'suka', 'bunuh', 'diri', 'sendiri', 'dlm', 'air'",kenapa semut suka bunuh diri sendiri dlm air
0583,8/5/2020,0.004494078,0.444913736,0.550592186,negative,George Town,sedih,"jangan', 'letak', 'harapan', 'kat', 'manusia', 'nanti', 'sedih', 'letak', 'harapan', 'dekat', 'allah', 'allah', 'mendengar', 'dan', 'dia', 'mengetahui', 'apa', 'yang', 'terbaik', 'untuk', 'diri', 'kita', 'salam', 'sahur'",jangan letak harapan kat manusia nanti sedih letak harapan dekat allah allah mendengar dan dia mengetahui apa yang terbaik untuk diri kita salam sahur
0584,28/4/2020,0.000295119,0.029216747,0.970488134,negative,George Town,marah,"apabila', 'dalam', 'keadaan', 'marah', 'hendaklah', 'dia', 'diamkan', 'bila', 'kita', 'dalam', 'keadaan', 'marah', 'mungkin', 'akan', 'beri', 'ancaman', 'kpd', 'diri', 'sendiri', 'atau', 'org', 'lain'",apabila dalam keadaan marah hendaklah dia diamkan bila kita dalam keadaan marah mungkin akan beri ancaman kpd diri sendiri atau org lain
0585,26/4/2020,0.000556785,0.055121696,0.944321519,negative,George Town,marah,"malas', 'nak', 'citer', 'pasai', 'video', 'tu', 'tapi', 'the', 'way', 'uel', 'mcm', 'tu', 'i', 'rasa', 'marah', 'giler', 'dgn', 'diri', 'sendiri', 'sbb', 'aku', 'yg', 'dh', '26', 'tahun', 'islam', 'pon', 'tak', 'terfikir', 'nak', 'islamkan', 'penganut', 'lain'",malas nak citer pasai video tu tapi the way uel mcm tu i rasa marah giler dgn diri sendiri sbb aku yg dh 26 tahun islam pon tak terfikir nak islamkan penganut lain 
