date,time,user_id,username,name,,tweet,language,link,near
23/6/2020,19:36:21,1091746699,anatiamir,小琴,,Tengok baki akaun rasa macam nak bunuh diri,in,https://twitter.com/AnatiAmir/status/1275392243717693441,Kangar
14/5/2020,20:42:59,835092691,aadkperlis,AADK Perlis,,Program Lapor Diri OKP Pasca PKP AADK Daerah Perlis Selatan  ✍🏼Tarikh : 14/05/2020 ✍🏼Masa : 9.00 pagi ✍🏼Tempat : AADK Daerah Perlis Selatan  #AadkPerlis #DokRumahJauhiDadah #KitaJagaKita #StayAtHome #perintahkawalanpergerakan  https://t.co/9JfBl23BtD,in,https://twitter.com/AADKPerlis/status/1260913499078660096,Kangar
27/4/2020,17:42:01,315287543,danealeh,.,,Bodo punya min pi bunuh diri,in,https://twitter.com/DanealEh/status/1254707361949773824,Kangar
27/4/2020,8:58:09,835092691,aadkperlis,AADK Perlis,,"Penduduk di Zon Hijau jangan leka &amp; alpa, peperangan masih belum tamat. Kekalkan jarak sosial, elakkan berkumpul dalam kumpulan ramai serta amalkan kebersihan diri.  #AadkPerlis #DokRumahJauhiDadah #KitaJagaKita #StayAtHome  https://t.co/nJHNkCg0jq",in,https://twitter.com/AADKPerlis/status/1254575528494825481,Kangar
25/4/2020,15:01:26,214059201,misswowwa,Dr W,,@cheryna27 I mean nk support local business boleh tapi jgnlah beli product yg aniaya diri sendiri.. Sedih kan,in,https://twitter.com/misswowwa/status/1253942175915626496,Kangar
10/4/2020,14:47:50,366227508,razinmohd,Razin Redzuan,,@_IAMDINA Kann? Sedih na tengok benda benda macam ni. Paling baik dah apa yang diberi kerajaan. Kita just kena ikut ja. Tu pun tak sedar diri lagi.,in,https://twitter.com/RazinMohd/status/1248502935505358848,Kangar
10/4/2020,14:30:43,134282557,paktarm,PakTarm,,kluster kayangan 😂  mereka ini jelas lupa diri  #COVID19 tidak kenal sesiapa  hormatilah Barisan Hadapan  #PerintahKawalanPergerakan  #StayAtHome,in,https://twitter.com/paktarm/status/1248498626956935168,Kangar
9/4/2020,9:00:21,134282557,paktarm,PakTarm,,"adakah kestabilan emosi diri anda tergugat dengan impak #COVID19?  jika ada, hubungi :- Persatuan Jurulatih NLP Malaysia   ayuh #BangkitHebat 💪  kredit : YBM @PetraJayaMP   #PerintahKawalanPergerakan #StayAtHome  https://t.co/gRbvKOl8zH",in,https://twitter.com/paktarm/status/1248053099958112257,Kangar
7/4/2020,0:47:34,9.20E+17,danishnuqmann,Aj,,"bodoh tu bukan kau tau saypul, tu ha yg bunuh diri tu",in,https://twitter.com/danishnuqmann/status/1247204312847015937,Kangar
3/4/2020,2:09:17,578061639,muhammadzufar3,Zufar Fawwazz,,Obito dulu pun envy sebab disiplin kakashi.   Then dapat tahu bapak kakashi mati bunuh diri sebab menanggung malu selamatkan kawan dari mission.   Minato yang cerita suruh obito go easy on kakashi,in,https://twitter.com/muhammadzufar3/status/1245775324358381568,Kangar
29/3/2020,1:42:00,2376550298,shieldfx,🥤,,rasa bersalah lagi walaupun dah minta maaf 😭😭😭walaupun dia takpaa laa tapi tetap rasa nak bunuh sajer diri ku ini,in,https://twitter.com/shieldfx/status/1243956518552100864,Kangar
19/3/2020,12:15:33,134282557,paktarm,PakTarm,,"4,000 lagi anggota tabligh  di manakah kamu?  munculkan diri   bantu hilangkan kerisauan kami 🙏  #COVID19  #PerintahKawalanPergerakan",in,https://twitter.com/paktarm/status/1240492077697253376,Kangar
26/12/2020,10:47:19,1.13E+18,anaazkatravel,Ana Azka Travel & Tours,,"🇦 🇸 🇸 🇦 🇱 🇦 🇲 🇺 🇦 🇱 🇦 🇮 🇰 🇺 🇲  🅂🄴🄻🄰🄼🄰🅃 🄿🄰🄶🄸  Doa yang baik-baik untuk diri kita dan orang lain. In Shaa Allah, semoga segala urusan dipermudahkan ALLAH. Aamiin  #motivasipagi #kitajagakita #staysaveeveryone🍀❤️🙏 #keretasewakk #kotakinabalu #sabah  https://t.co/TeA3gavza1",in,https://twitter.com/anaazkatravel/status/1342663250291220481,Kota Kinabalu
25/12/2020,13:47:32,1.13E+18,anaazkatravel,Ana Azka Travel & Tours,,"🇦 🇸 🇸 🇦 🇱 🇦 🇲 🇺 🇦 🇱 🇦 🇮 🇰 🇺 🇲  🅂🄴🄻🄰🄼🄰🅃 🄿🄰🄶🄸 Salam Jumaat penghulu segala hari Doa yang baik-baik untuk diri kita dan orang lain. In Shaa Allah, semoga segala urusan dipermudahkan ALLAH. Aamiin  #motivasipagi #kitajagakita #staysaveeveryone🍀❤️🙏  https://t.co/CcF1F12w46",in,https://twitter.com/anaazkatravel/status/1342346215426441216,Kota Kinabalu
24/12/2020,10:35:28,1.13E+18,anaazkatravel,Ana Azka Travel & Tours,,"🇦 🇸 🇸 🇦 🇱 🇦 🇲 🇺 🇦 🇱 🇦 🇮 🇰 🇺 🇲  🅂🄴🄻🄰🄼🄰🅃 🄿🄰🄶🄸  Doa yang baik-baik untuk diri kita dan orang lain. In Shaa Allah, semoga segala urusan dipermudahkan ALLAH. Aamiin  #motivasipagi #kitajagakita #staysaveeveryone🍀❤️🙏 #keretasewakk  https://t.co/ffNvPfy8Yr",in,https://twitter.com/anaazkatravel/status/1341935494007963650,Kota Kinabalu
23/12/2020,9:43:18,1.13E+18,anaazkatravel,Ana Azka Travel & Tours,,"🇦 🇸 🇸 🇦 🇱 🇦 🇲 🇺 🇦 🇱 🇦 🇮 🇰 🇺 🇲  🅂🄴🄻🄰🄼🄰🅃 🄿🄰🄶🄸  Doa yang baik-baik untuk diri kita dan orang lain. In Shaa Allah, semoga segala urusan dipermudahkan ALLAH. Aamiin  #motivasipagi #kitajagakita #staysaveeveryone🍀❤️🙏 #keretasewakk  https://t.co/gubBZbpdYQ",in,https://twitter.com/anaazkatravel/status/1341559979342381057,Kota Kinabalu
22/12/2020,11:30:47,1.13E+18,anaazkatravel,Ana Azka Travel & Tours,,"🇦 🇸 🇸 🇦 🇱 🇦 🇲 🇺 🇦 🇱 🇦 🇮 🇰 🇺 🇲  🅂🄴🄻🄰🄼🄰🅃 🄿🄰🄶🄸  Doa yang baik-baik untuk diri kita dan orang lain. In Shaa Allah, semoga segala urusan dipermudahkan ALLAH. Aamiin  #motivasipagi #kitajagakita #staysaveeveryone🍀❤️🙏 #keretasewakk  https://t.co/go3HHNMr8W",in,https://twitter.com/anaazkatravel/status/1341224641583435779,Kota Kinabalu
20/12/2020,21:58:40,7.09E+17,ghazaliresab,Ghazali Resab@gmill,,Dua terjun bunuh diri dia ingat masalah sudah selesai Sebenarnya masalah baru bermula bila dia akan hidup di akhiratt selama2nya,in,https://twitter.com/GhazaliResab/status/1340657876927311872,Kota Kinabalu
18/12/2020,9:28:56,1.13E+18,anaazkatravel,Ana Azka Travel & Tours,,"🇦 🇸 🇸 🇦 🇱 🇦 🇲 🇺 🇦 🇱 🇦 🇮 🇰 🇺 🇲  🅂🄴🄻🄰🄼🄰🅃 🄿🄰🄶🄸  Doa yang baik-baik untuk diri kita dan orang lain. In Shaa Allah, semoga segala urusan dipermudahkan ALLAH. Aamiin  #motivasipagi #kitajagakita #staysaveeveryone🍀❤️🙏 #keretasewakk  https://t.co/gBXjMsWa5z",in,https://twitter.com/anaazkatravel/status/1339744422964031488,Kota Kinabalu
17/12/2020,10:44:33,1.13E+18,anaazkatravel,Ana Azka Travel & Tours,,"🇦 🇸 🇸 🇦 🇱 🇦 🇲 🇺 🇦 🇱 🇦 🇮 🇰 🇺 🇲  🅂🄴🄻🄰🄼🄰🅃 🄿🄰🄶🄸  Doa yang baik-baik untuk diri kita dan orang lain. In Shaa Allah, semoga segala urusan dipermudahkan ALLAH. Aamiin  #motivasipagi #kitajagakita #staysaveeveryone🍀❤️🙏 #keretasewakk  #sabahcarrental  https://t.co/Ulxz7GmwZq",in,https://twitter.com/anaazkatravel/status/1339401066631188480,Kota Kinabalu
16/12/2020,10:39:46,1.13E+18,anaazkatravel,Ana Azka Travel & Tours,,"🇦 🇸 🇸 🇦 🇱 🇦 🇲 🇺 🇦 🇱 🇦 🇮 🇰 🇺 🇲  🅂🄴🄻🄰🄼🄰🅃 🄿🄰🄶🄸  Doa yang baik-baik untuk diri kita dan orang lain. In Shaa Allah, semoga segala urusan dipermudahkan ALLAH. Aamiin  #motivasipagi #kitajagakita #staysaveeveryone🍀❤️🙏 #keretasewakk  https://t.co/47wZwQKT5I",in,https://twitter.com/anaazkatravel/status/1339037472332763138,Kota Kinabalu
15/12/2020,11:18:53,1.13E+18,anaazkatravel,Ana Azka Travel & Tours,,"🇦 🇸 🇸 🇦 🇱 🇦 🇲 🇺 🇦 🇱 🇦 🇮 🇰 🇺 🇲  🅂🄴🄻🄰🄼🄰🅃 🄿🄰🄶🄸  Doa yang baik-baik untuk diri kita dan orang lain. In Shaa Allah, semoga segala urusan dipermudahkan ALLAH. Aamiin  #motivasipagi #kitajagakita #staysaveeveryone🍀❤️🙏 #keretasewakk  https://t.co/tVgMkejV5N",in,https://twitter.com/anaazkatravel/status/1338684929987682306,Kota Kinabalu
14/12/2020,10:50:57,1.13E+18,anaazkatravel,Ana Azka Travel & Tours,,"🇦 🇸 🇸 🇦 🇱 🇦 🇲 🇺 🇦 🇱 🇦 🇮 🇰 🇺 🇲  🅂🄴🄻🄰🄼🄰🅃 🄿🄰🄶🄸  Doa yang baik-baik untuk diri kita dan orang lain. In Shaa Allah, semoga segala urusan dipermudahkan ALLAH. Aamiin  #motivasipagi #kitajagakita #staysaveeveryone🍀❤️🙏 #keretasewakk  https://t.co/hEHvmHe4ev",in,https://twitter.com/anaazkatravel/status/1338315512049070080,Kota Kinabalu
13/12/2020,10:17:10,9.30E+17,roslan_jahul,mencari damai,,"Tekanan/stressed itu tidak akn selesai dgn cara berhibur di luar. Tidak akn selesai dgn minum minuman yg memabukkan. Tidak akn selesai klu cuma menangis dn meratapi sambil berbaring. Tidak akn selesai klu terfikir utk bunuh diri. Namun, Semua masalahmu akn selesai dgn SOLAT..",in,https://twitter.com/roslan_jahul/status/1337944623004577792,Kota Kinabalu
1/12/2020,14:01:26,316907137,kkcity,BKI,,Kuarantin diri anda sekiranya anda:  1. Dari Zon Merah 2. Kontak rapat kepada kes positif #COVID19  https://t.co/SJnLKNjqeJ,in,https://twitter.com/KKCity/status/1333652406609952768,Kota Kinabalu
27/11/2020,20:59:48,302618139,donothonour,SoV,,"Nak bunuh diri, tapi takut buaya makan. Siyesss arr",in,https://twitter.com/donothonour/status/1332308142043013120,Kota Kinabalu
27/11/2020,15:41:46,7.09E+17,ghazaliresab,Ghazali Resab@gmill,,Atok jngn fikir keceewa diri sendiri saja Anuar lagi kecewa sebab atok tak mahu serah jawatan PM kpd dia sebagaimana yg atok janjikan  dan pemimpin PH sangat2 kecewa tanpa hujan ribut atok letak jawatan PM Bersatu keluar dari PH dan kerajaan PH terkubur,in,https://twitter.com/GhazaliResab/status/1332228103632945152,Kota Kinabalu
26/11/2020,12:24:19,9.47E+17,piapinah_mh,AIP HANIP IDAHAM🇲🇾( ko hado...?) 😂✌🏻,,"@king_katak This month saja kan sudah 3 orang mangsa bunuh diri, 2 daripada nya meninggal.tekanan hidup semakin terasa. Menurut cerita,masalah keluarga punca mengapa dia nekad untuk bunuh diri.😢.. saya sedih.. x mampu bantu apa2. Semoga gadis ini tabah menghadapi apa juga rintangan",in,https://twitter.com/PiaPinah_MH/status/1331816025650696192,Kota Kinabalu
23/11/2020,18:40:51,198820775,mrmawan93,Mr.Mawan,,Jgn sampai ak jadi kes bunuh diri !! 🤯🤯🤯🤯🤯,in,https://twitter.com/MrMawan93/status/1330823622991101952,Kota Kinabalu
20/11/2020,13:28:03,1.06E+18,antzlaurine,Antz_Laurine,,"Harini ada kes bunuh diri di bandar kk , btul2 d jambatan sblh balai polis 😔. Kesiannya",in,https://twitter.com/AntzLaurine/status/1329657739056795650,Kota Kinabalu
19/11/2020,17:14:25,7.09E+17,ghazaliresab,Ghazali Resab@gmill,,"Fillipina sudah dapatkan drone dari Israel yg dilengkapi misil termasuk drone bunuh diri kamikaze  Kemakmuran kesejahteraan negara sudah tak berguna jika tak dapat patahkan serangan musuh Ingat Msia sekarang hadapi "" external treat "" ancaman luar",in,https://twitter.com/GhazaliResab/status/1329352316667842562,Kota Kinabalu
17/11/2020,11:31:58,323270268,izfn_,DΞΔN,,"Plot twist yg tdk disangka. Tiada klu lgsung ah, tiba² CEO yang bunuh diri tu abg Yong San??? Seriously? Takajut seszz #StartUpEp10",in,https://twitter.com/izfn_/status/1328541362065608705,Kota Kinabalu
4/11/2020,0:11:20,37653188,rahzamdy,Azhar @ AJ Yahya 🇲🇾,,"Ada seksaan dalam penjara bagi dengar lagu metallica dan lagu barney &amp; friends tapi kalau aku yang seksa orang, aku ikat tempat duduk dan pasang bunyian dari merzbow nonstop aku rasa tahanan akan bunuh diri tidak sampai 30 minit muzik tu.",in,https://twitter.com/rahzamdy/status/1323659034440814597,Kota Kinabalu
30/10/2020,15:27:35,1.17E+18,fatehasyiqin,Fatehah,,"Bila dah marah sangat tu, tenangkan diri kejap lepas tu bincang elok2. I like this manner 🕊️",in,https://twitter.com/fatehasyiqin/status/1322077675163320320,Kota Kinabalu
26/10/2020,20:06:15,1.19E+18,ssurden,Surden Stevia,,@iGGyO_O Sama la mcm sy. Buka youtube mau study tapi last² rasa macam mau bunuh diri pun ada.. sialan,in,https://twitter.com/SSurden/status/1320698251750764545,Kota Kinabalu
13/10/2020,1:06:47,136236759,fa_uni_s,𝒮𝒽𝒶𝓈𝒽𝒶𝒽𝓮𝓮𝒹𝒶 𝒜𝓁𝓎𝒶𝒽𝓎𝒶 🇲🇾,,"@fatin_alyahya Manusia yg jenis x nampak kebaikan org lain. Asyik cari salah je. Jadi cuma masalah la yg datang. Cuba tanggungjawab tu sendiri yg pikul, silap2 bunuh diri dah tertekan dgn kecaman. 1 kesalahan bisa menghapus 1000 kebaikan. 😢",in,https://twitter.com/FA_UNI_S/status/1315700453846335491,Kota Kinabalu
9/10/2020,12:18:32,316907137,kkcity,BKI,,"Kes #COVID19 mengikut daerah negeri Sabah bagi 8 Oktober 2020. #KKCity mencatatkan pertambahan 96 kes semalam.  Jaga jarak, pakai pelitup muka, elakkan keluar sekiranya tiada urusan penting. Jaga diri anda dan keluarga anda.  #RakyatJagaRakyat #KitaJagaKita  https://t.co/KtLPhJarHg",in,https://twitter.com/KKCity/status/1314419954121203712,Kota Kinabalu
2/10/2020,13:48:17,1192389426,namasiaeja,ايجا,,Hahaha kena marah pakai headphone sbb tekejut diri sendiri dan mengejutkan manusia lain🤦🏻🤪😅,in,https://twitter.com/namasiaEja/status/1311905826651561991,Kota Kinabalu
2/10/2020,12:47:40,1.22E+18,rohaii1,e9,,pernah x rasa kecewa sgt dengan diri sendiri?,in,https://twitter.com/Rohaii1/status/1311890571540086784,Kota Kinabalu
23/8/2020,4:10:03,8.97E+17,eykaridzuan1,Nellyka.Iris,,"tengok budak budak eksited, happy, sedih dan mcm mcm lgi perasaan bila keluar result upu , teringat diri aku 3 tahun lepas berada dlm situasi yg sama. missing me 😕",in,https://twitter.com/eykaridzuan1/status/1297264793926037505,Kota Kinabalu
14/8/2020,19:45:10,7.58E+17,jejess22,杰西卡,,Until now i still waiting for my SPA8i ..Penat ba sis kerja telco mcm mau bunuh diri..Kena2 lgi urus claim hmm ..,in,https://twitter.com/jejess22/status/1294238631737954304,Kota Kinabalu
2/8/2020,22:45:10,7.03E+17,alynnsuhaimi,Miss Alynn,,tikus tu mmg mau sengaja bunuh diri sbb dia yg lompat padahal bole ja turun tangga 😩,in,https://twitter.com/alynnsuhaimi/status/1289935276286959617,Kota Kinabalu
30/7/2020,12:46:36,4247840429,shottotodorokii,arep.,,"everytime aku nampak kes bunuh diri. satu je aku doa, mintak allah kuatkn aku.",in,https://twitter.com/shottotodorokii/status/1288697478104023040,Kota Kinabalu
23/7/2020,18:17:41,584373889,ffrockens,A snail who has a friend,,"@halizayeop @projekhitam I would say the best painless death is cucuk high dose insulin-&gt; hypoglycemic coma-&gt;death. P/s: ini tak bermaksud saya menyokong bunuh diri or menggalakan just an opinion to painless death, but death will always bring pain to our loved ones so please, seek help if suicidal!!!",en,https://twitter.com/FfrockenS/status/1286244084521164800,Kota Kinabalu
19/7/2020,18:58:54,7.03E+17,alynnsuhaimi,Miss Alynn,,"3 hari ambil masa tenangkan diri and finally im done!❤ thank you sudi chat, sudi dengar, sudi ambil tahu, sudi alert aku sedih, sudi nasihat. Semua nasihat kt bwh ni aku bole simpulkan yg walau apapun jadi aku kena back to Allah. Thanks my girls and love you all💛✊  https://t.co/2VDMCzkkY9",in,https://twitter.com/alynnsuhaimi/status/1284804902879809537,Kota Kinabalu
17/7/2020,7:01:44,68053660,owesemboi,Ebell ♉️,,"Ada kawan sa macam depression. Kijap mau bunuh diri, kijap mau bawa orang bertumbuk, macam tidak tentu dia punya emosi. Family dia macam tidak peduli or support dia. bawa dia keluar minum sategok ka ni?",in,https://twitter.com/owesemboi/status/1283899648038428673,Kota Kinabalu
23/6/2020,13:51:11,7.81E+17,hanimuleh,.,,"Kalau bunuh diri tu halal, dari tahun kedua bcinta dgn kau lagi saya ni arwah",in,https://twitter.com/hanimuleh/status/1275305382626291712,Kota Kinabalu
17/6/2020,22:49:15,4855903197,iffahmira27,𝑺𝒆𝒖𝒏𝒈𝑺𝒆𝒐𝒌 #SΣT 🖤❤️🍪🧸,,"@_rsnxrssa @cupsleeveMY Skali tngok bnyk yg sold out.. weh jgn ckp, nnti diri sendiri yg sedih sbb tak dpt 😂😂😂😂😭😭😭😭",in,https://twitter.com/iffahmira27/status/1273266462807875584,Kota Kinabalu
6/6/2020,17:35:58,1.02E+18,sabahnewstoday,Sabah News Today,,"Polis, bomba selamatkan empat sekeluarga dari bunuh diri  https://t.co/zyZqdF3QkY via @SabahNewsToday",in,https://twitter.com/SabahNewsToday/status/1269201355962322944,Kota Kinabalu
5/6/2020,18:26:40,2950560968,amrzizi__,Pâbøł Áçkērmäñ🥵,,2 sbb mcm nak bunuh diri,in,https://twitter.com/amrzizi__/status/1268851726276128774,Kota Kinabalu
4/6/2020,23:21:32,1.02E+18,sabahnewstoday,Sabah News Today,,Bau busuk dan lalat dedah teman serumah bunuh diri di Bundusan  https://t.co/6GTYkB0z4V via @SabahNewsToday,in,https://twitter.com/SabahNewsToday/status/1268563545391693824,Kota Kinabalu
31/5/2020,22:10:20,216394639,terryanth,Anthonia Terry John,,"@alnxlvnv Ahahhahahaa, ok ada kwn sy. Bkin benci ko tauuu. Mau marah sma diri sendiri pun ada. 🤣😅",in,https://twitter.com/terryAnth/status/1267096074579132421,Kota Kinabalu
20/5/2020,23:35:10,285124844,nadiyngadimin,Nad,,@HdyhJfr Pecahya... 🤣🤣 Asal dayah? Dia nak bunuh diri ke? Hahaha,in,https://twitter.com/nadiyngadimin/status/1263131157073289216,Kota Kinabalu
16/5/2020,9:09:31,2291771042,mohdafiq1988,MohdafiQ@mrBubuiii,,Muhasabah Diri #ramadan2020  #Covid19  #originalsabahan @ Kota Kinabalu  https://t.co/pyNybNXSOj,in,https://twitter.com/mohdafiq1988/status/1261463757395423232,Kota Kinabalu
11/5/2020,19:43:05,24337731,dudleyisdude,dude,,Sebab itu kira bunuh diri. Bunuh diri tu berdosa. Takkanlah mau kasi kawan orang mati dalam kubur?,in,https://twitter.com/dudleyisdude/status/1259811261451104258,Kota Kinabalu
1/5/2020,5:56:49,4247840429,shottotodorokii,arep.,,kalau ikut apa yg aku ingat. character ni tak sempat lepaskn diri. kena bunuh sama² dgn kawan dia sbb lari. aku tak ingatttttt cerita apaaaaaa,in,https://twitter.com/shottotodorokii/status/1255979444532965376,Kota Kinabalu
17/4/2020,19:20:35,3145561280,japensabah,Jabatan Penerangan Negeri Sabah 🇲🇾,,"Bak kata peribahasa orang lama...   'Mengata dulang paku serpih, mengata orang dia yang lebih'  Bermaksud: Mencari salah orang, tapi tak sedar diri sendiri lebih banyak salah... 🤭  Renung-renungkanlah... 🤔  #JaPenSabah #KitaJagaKita #StayAtHome🏠",in,https://twitter.com/JapenSabah/status/1251108291041615873,Kota Kinabalu
14/4/2020,22:22:16,8.71E+17,shrfhblqshrqh,sharifah balqesh,,"@Katsu_azmien @myrabenzas Girls kadang dia sendiri stress tak tahu nak cakap macam mana, end up kadang kadang dia mrh dgn diri sendiri.. like mine kitorang setiap malam dah berjanji sebelum tidur akan luah apa yang terasa hati ke marah ke.. inn syaa allah everything will be fine ❤️ try it✨",in,https://twitter.com/shrfhblqshrqh/status/1250066847447371778,Kota Kinabalu
1/4/2020,4:40:51,1.24E+18,fauzi45364981,69449lo,,Sedih jugak sebab Nampak sangat Kepentingan Diri tu. Dah la susah. Lagi Demand.,in,https://twitter.com/Fauzi45364981/status/1245088692269531136,Kota Kinabalu
25/3/2020,23:47:24,9.47E+17,mhmd_daus,🐳,,Marah pulak PKP lajak tarikh padahal kebodohan diri sendiri . Beruk suruh duduk rumah pon payah,in,https://twitter.com/mhmd_daus/status/1242840514279268353,Kota Kinabalu
23/3/2020,8:47:49,198820775,mrmawan93,Mr.Mawan,,Bahasa English Putus - Break  Cinta - Love  Putus Cinta - Bunuh Diri 🤦🏻  https://t.co/QhdVMHHngI,in,https://twitter.com/MrMawan93/status/1241889351904006144,Kota Kinabalu
19/3/2020,19:57:44,4141787833,cgrbenm03,enrique,,"UPDATE: Suspek pesakit #COVID19 melarikan diri. Namun, seorang telah ditemui masih hidup (degil mau lari juga), seorang masih dlm pencarian. stupid as fuc*  #COVID19 #StayAtHomeChallenge #Jerk  https://t.co/Yp9EoncbNZ",in,https://twitter.com/cgrbenm03/status/1240608392516759552,Kota Kinabalu
18/3/2020,9:14:24,235206143,rezutrisnawan,Rezu Hayr,,Temasya bunuh diri secara jemaah,in,https://twitter.com/RezuTrisnawan/status/1240084103908577280,Kota Kinabalu
29/12/2020,23:36:20,1.28E+18,syrj13,🦧,,@lolaalhabshee syukur alhamdulillah awk selamat  . Pngajaran jugak untuk sy yg slalu nk cakap bunuh diri lebih baik dri hidup macam ni 🤧🙏,in,https://twitter.com/syrj13/status/1343943947194798081,Kuching
4/12/2020,1:45:13,1001012202,mirmirarosli,Mirarosli,,"Akan ada satu malam, malam yang sepi tidak seperti biasa. Timbulnya rasa sedih, kecewa dan rasa terlalu penat. Diri, mohon tabah walaupun hampir rebah.",in,https://twitter.com/mirmirarosli/status/1334554295325220866,Kuching
2/12/2020,17:56:49,1.29E+18,mknsarawak,Majlis Keselamatan Negara Negeri Sarawak,,"𝐍𝐎𝐑𝐌𝐀 𝐁𝐀𝐇𝐀𝐑𝐔 𝐃𝐀𝐋𝐀𝐌 𝐊𝐄𝐇𝐈𝐃𝐔𝐏𝐀𝐍 𝐊𝐄𝐊𝐄𝐋𝐔𝐀𝐑𝐆𝐀𝐀𝐍  Sayangi diri dan keluarga, Terus patuhi SOP dan amalkan kawalan kendiri bagi memutuskan penularan wabak #COVID19.  KKM  KKMM JPM MKN  https://t.co/ycrkMDqEBi",in,https://twitter.com/MKNSarawak/status/1334074032006651906,Kuching
27/11/2020,19:29:40,8.29E+17,pojiee17,포지에👑,,Kata nak bunuh diri... Buaya dh tunggu tu sebab nak tolong bunuh...,in,https://twitter.com/Pojiee17/status/1332285458626215941,Kuching
23/11/2020,22:43:40,1.28E+18,ahmdazid,𝓐𝔃𝓲𝓭,,"Dah tahu dapat partner hati tisu asal still nak buat dia sedih. Dia dah cukup sabar terima kau, perangai kau. Itu kau tak fikir ke. Sedar la diri kau takde nak terima kau. Ada pun kau sia ii mcm tu je. Perit wey :')",in,https://twitter.com/ahmdazid/status/1330884726991712256,Kuching
13/11/2020,22:21:18,168462644,awangihsan,awangihsan,,"@MUFC_Malaysia Bukan bahaya lagi ni, ni bunuh diri namanya.. Lwn Liverpool mau tak kalah 7-0 nanti.. Jgn eh 😂",in,https://twitter.com/awangihsan/status/1327255221530193923,Kuching
13/11/2020,14:09:19,1.02E+18,yennnyannn,ryndnl,,kdg2 ku rasa sedih dan malu dgn diri ku,in,https://twitter.com/yennnyannn/status/1327131407550980102,Kuching
11/11/2020,11:54:35,7.68E+17,finwindawati,fin,,"sedih dengan diri sendiri, nggak tau mau menjelaskan kayak gimana, gua lakuin yang terbaik tapi belum lagi cukup baik,gua berharap gua dpat menghapus rasa sakit ini. gua capek. 😣",in,https://twitter.com/finwindawati/status/1326372726227939328,Kuching
24/10/2020,16:15:47,8.29E+17,pojiee17,포지에👑,,Kadang kadang sendiri pun tak tahu why diri sendiri rasa bad mood... Rasa nak marah... 😌,in,https://twitter.com/Pojiee17/status/1319915479507501057,Kuching
18/10/2020,0:55:55,3284508540,mhdxxwn,Af’s🦭,,"Ya Allah, aku rasa mcm nak bunuh diri . Sumpah!",in,https://twitter.com/mhdxxwn/status/1317509659423432705,Kuching
4/10/2020,18:24:59,81217521,bintuzaini83,YasminZaini,,Haritu ada tgk nilopa ckp buat doa sendiri untuk hari2 kita doa. Aku dh buat 2 minggu lepas. Tp syg nya aku xbaca.   Harini aku sedih yakmat. Aku pun baca doa tu. Tiba2 aku sedar diri. Yang byk betul nikmat Allah beri. ❤️,in,https://twitter.com/bintuZaini83/status/1312700235601248257,Kuching
23/9/2020,19:49:10,223296187,reformistoo,Beckham,,"@ustaz_idris Gila yg paling Allah marah, gila guna ugama, buat hukum ikut sedap dan untung diri sendiri. Perompak pun dia kata halal. Semua ustad pas yg jadi pemimpin ada penyakit gila ni.",in,https://twitter.com/Reformistoo/status/1308735154353967105,Kuching
22/9/2020,19:18:10,3284508540,mhdxxwn,Af’s🦭,,"I’m not saying that I’m perfect, i just said that, I’m mature thinking. And always positive. If I’m not, lama dah aku bunuh diri",en,https://twitter.com/mhdxxwn/status/1308364964151701506,Kuching
22/9/2020,18:30:39,9.49E+17,alynsuhai,roxa,,"kadang kadang sedih nangga diri sendiri, bila sedih jak carik Allah, tapi bila senang, susah nak carik Allah 😌",in,https://twitter.com/alynsuhai/status/1308353008053489664,Kuching
22/9/2020,15:36:26,280551678,scharlesmickey,rojakayamboi,,"@DaniTheGreat Point out kau tu bodoh. Tak masuk akal🤣🤣 kau counter pasal lgbt asal aku tak boleh defences. Aku dh biasa dh dgn manusia munafik, syirik, lahanat dan sewaktu dengannya macam kau hahahaha. Yang acah kuat, rasa diri pure toughness 🤣🤣 marah menyumpah seumpama PONDAN. 👏🏻👏🏻👏🏻",in,https://twitter.com/ScharlesMickey/status/1308309163672367104,Kuching
18/9/2020,15:45:18,7.11E+17,loon9969,Chuan Loon,,"Bila hati dah letih, yang panas pun boleh jadi sejuk sebab dah letih dengan orang sekeliling. Nak marah nak caring pun dah tiada perasaan. Jauhkan diri lebih baik, tenangkan diri sendiri, jalan2 seorang diri tenangkan fikiran di pantai di tempat semula jadi.",in,https://twitter.com/Loon9969/status/1306861843516801024,Kuching
5/9/2020,17:25:39,1.11E+18,evabtrsy_,𝓔𝓿𝓪𝔀𝓲𝓷𝓪 𝓑𝓪𝓽𝓻𝓲𝓼𝔂𝓲𝓪,,"@awanjebat Saya Evawina dan saya terselamat drpd cubaan bunuh diri buat bbrpa kali, kali terakhir adalah hujung bln lps. Masih bertarung mengawal hobi self harm &amp; masih lagi bergantung pada ubat untuk berhadapan musuh iaitu anxiety dan MDD.  #EsokMungkinAdaMungkinJugaTidak",in,https://twitter.com/evabtrsy_/status/1302176053746573312,Kuching
