tweetID,month,date,positiveScore,neutralScore,negativeScore,sentimentType,near,keyword,tweet,,
0695,April,3/4/2020,0.004434746,0.43903981,0.556525445,negative,Kangar,bunuh diri,obito dulu pun envy sebab disiplin kakashi then dapat tahu bapak kakashi mati bunuh diri sebab menanggung malu selamatkan kawan dari mission minato yang cerita suruh obito go easy on kakashi,,
0696,March,19/3/2020,0.001251281,0.123876805,0.874871914,negative,Kangar,#COVID19,lagi anggota tabligh di manakah kamu munculkan diri bantu hilangkan kerisauan kami covid perintah kawalan pergerakan,,
0697,December,26/12/2020,0.944513514,0.054931621,0.000554865,positive,Kota Kinabalu,#KitaJagaKita,doa yang baik baik untuk diri kita dan orang lain in shaa allah semoga segala urusan dipermudahkan allah aamiin motivasi pagi kita jaga kita stay save everyone kereta sewa kk kota kinabalu sabah,,
0698,December,20/12/2020,0.001485532,0.147067655,0.851446813,negative,Kota Kinabalu,bunuh diri,dua terjun bunuh diri dia ingat masalah sudah selesai sebenarnya masalah baru bermula bila dia akan hidup di akhiratt selama nya,,
0699,December,13/12/2020,0.000229171,0.022687975,0.977082854,negative,Kota Kinabalu,bunuh diri,tekanan stressed itu tidak akn selesai dgn cara berhibur di luar tidak akn selesai dgn minum minuman yg memabukkan tidak akn selesai klu cuma menangis dn meratapi sambil berbaring tidak akn selesai klu terfikir utk bunuh diri namun semua masalahmu akn selesai dgn solat,,
0700,December,1/12/2020,0.006007789,0.594771096,0.399221115,neutral,Kota Kinabalu,#COVID19,kuarantin diri anda sekiranya anda dari zon merah kontak rapat kepada kes positif covid,,
0701,November,27/11/2020,0.001345138,0.133168687,0.865486175,negative,Kota Kinabalu,bunuh diri,nak bunuh diri tapi takut buaya makan siyesss arr,,
0702,November,27/11/2020,0.000414298,0.041015455,0.958570248,negative,Kota Kinabalu,kecewa,atok jngn fikir keceewa diri sendiri saja anuar lagi kecewa sebab atok tak mahu serah jawatan pm kpd dia sebagaimana yg atok janjikan dan pemimpin ph sangat kecewa tanpa hujan ribut atok letak jawatan pm bersatu keluar dari ph dan kerajaan ph terkubur,,
0703,November,26/11/2020,0.000208242,0.020615909,0.97917585,negative,Kota Kinabalu,bunuh diri,kingkatak this month saja kan sudah orang mangsa bunuh diri daripada nya meninggaltekanan hidup semakin terasa menurut ceritamasalah keluarga punca mengapa dia nekad untuk bunuh diri saya sedih x mampu bantu apa semoga gadis ini tabah menghadapi apa juga rintangan,,
0704,November,23/11/2020,0.000623549,0.061731307,0.937645145,negative,Kota Kinabalu,bunuh diri,jgn sampai ak jadi kes bunuh diri,,
0705,November,20/11/2020,0.001983596,0.196375963,0.801640442,negative,Kota Kinabalu,bunuh diri,harini ada kes bunuh diri di bandar kk btul d jambatan sblh balai polis kesiannya,,
0706,November,19/11/2020,0.005083736,0.503289895,0.491626369,neutral,Kota Kinabalu,bunuh diri,fillipina sudah dapatkan drone dari israel yg dilengkapi misil termasuk drone bunuh diri kamikaze kemakmuran kesejahteraan negara sudah tak berguna jika tak dapat patahkan serangan musuh ingat msia sekarang hadapi external treat ancaman luar,,
0707,November,17/11/2020,0.004804017,0.475597721,0.519598262,negative,Kota Kinabalu,bunuh diri,plot twist yg tdk disangka tiada klu lgsung ah tiba ceo yang bunuh diri tu abg yong san seriously takajut seszz startu pep,,
0708,November,4/11/2020,0.001157796,0.114621756,0.884220449,negative,Kota Kinabalu,bunuh diri,ada seksaan dalam penjara bagi dengar lagu metallica dan lagu barney friends tapi kalau aku yang seksa orang aku ikat tempat duduk dan pasang bunyian dari merzbow nonstop aku rasa tahanan akan bunuh diri tidak sampai minit muzik tu,,
0709,October,30/10/2020,0.002733173,0.270584105,0.726682722,negative,Kota Kinabalu,marah,bila dah marah sangat tu tenangkan diri kejap lepas tu bincang elok i like this manner,,
0710,October,26/10/2020,0.001304756,0.129170831,0.869524413,negative,Kota Kinabalu,bunuh diri,iggyoo sama la mcm sy buka youtube mau study tapi last rasa macam mau bunuh diri pun ada sialan,,
0711,October,13/10/2020,0.000837327,0.08289541,0.916267263,negative,Kota Kinabalu,bunuh diri,fatinalyahya manusia yg jenis x nampak kebaikan org lain asyik cari salah je jadi cuma masalah la yg datang cuba tanggungjawab tu sendiri yg pikul silap bunuh diri dah tertekan dgn kecaman kesalahan bisa menghapus kebaikan,,
0712,October,9/10/2020,0.009718402,0.962121756,0.028159842,neutral,Kota Kinabalu,#KitaJagaKita,kes covid mengikut daerah negeri sabah bagi oktober kkcity mencatatkan pertambahan kes semalam jaga jarak pakai pelitup muka elakkan keluar sekiranya tiada urusan penting jaga diri anda dan keluarga anda rakyat jaga rakyat kita jaga kita,,
0713,October,2/10/2020,0.001722423,0.17051986,0.827757718,negative,Kota Kinabalu,marah,hahaha kena marah pakai headphone sbb tekejut diri sendiri dan mengejutkan manusia lain,,
0714,October,2/10/2020,0.001025576,0.101532013,0.897442411,negative,Kota Kinabalu,kecewa,pernah x rasa kecewa sgt dengan diri sendiri,,
0715,August,23/8/2020,0.003096212,0.306525019,0.690378769,negative,Kota Kinabalu,sedih,tengok budak budak eksited happy sedih dan mcm mcm lgi perasaan bila keluar result upu teringat diri aku tahun lepas berada dlm situasi yg sama missing me,,
0716,August,14/8/2020,0.004763915,0.471627634,0.52360845,negative,Kota Kinabalu,bunuh diri,until now i still waiting for my spa i penat ba sis kerja telco mcm mau bunuh diri kena lgi urus claim hmm,,
0717,August,2/8/2020,0.000117443,0.011626845,0.988255713,negative,Kota Kinabalu,bunuh diri,tikus tu mmg mau sengaja bunuh diri sbb dia yg lompat padahal bole ja turun tangga,,
0718,July,30/7/2020,0.001211717,0.119959976,0.878828307,negative,Kota Kinabalu,bunuh diri,everytime aku nampak kes bunuh diri satu je aku doa mintak allah kuatkn aku,,
0719,July,23/7/2020,0.023961321,0.966278292,0.009760387,neutral,Kota Kinabalu,bunuh diri,halizayeop projekhitam i would say the best painless death is cucuk high dose insulin gt hypoglycemic coma death ps ini tak bermaksud saya menyokong bunuh diri or menggalakan just an opinion to painless death but death will always bring pain to our loved ones so please seek help if suicidal,,
0720,July,19/7/2020,0.632757455,0.363570119,0.003672425,positive,Kota Kinabalu,sedih,hari ambil masa tenangkan diri and finally im done thank you sudi chat sudi dengar sudi ambil tahu sudi alert aku sedih sudi nasihat semua nasihat kt bwh ni aku bole simpulkan yg walau apapun jadi aku kena back to allah thanks my girls and love you all,,
0721,July,17/7/2020,0.000543172,0.053774028,0.9456828,negative,Kota Kinabalu,bunuh diri,ada kawan sa macam depression kijap mau bunuh diri kijap mau bawa orang bertumbuk macam tidak tentu dia punya emosi family dia macam tidak peduli or support dia bawa dia keluar minum sategok ka ni,,
0722,June,23/6/2020,0.003423775,0.33895375,0.657622475,negative,Kota Kinabalu,bunuh diri,kalau bunuh diri tu halal dari tahun kedua bcinta dgn kau lagi saya ni arwah,,
0723,June,17/6/2020,0.009771326,0.967361239,0.022867435,neutral,Kota Kinabalu,sedih,rsnxrssa cupsleevemy skali tngok bnyk yg sold out weh jgn ckp nnti diri sendiri yg sedih sbb tak dpt,,
0724,June,6/6/2020,0.044837666,0.945610711,0.009551623,neutral,Kota Kinabalu,bunuh diri,polis bomba selamatkan empat sekeluarga dari bunuh diri sabahnewstoday,,
0725,June,5/6/2020,0.000478329,0.04735462,0.952167051,negative,Kota Kinabalu,bunuh diri,sbb mcm nak bunuh diri,,
0726,June,4/6/2020,0.001789009,0.177111872,0.821099119,negative,Kota Kinabalu,bunuh diri,bau busuk dan lalat dedah teman serumah bunuh diri di bundusan via sabahnewstoday,,
0727,May,31/5/2020,0.00674304,0.667560956,0.325696004,neutral,Kota Kinabalu,marah,alnxlvnv ahahhahahaa ok ada kwn sy bkin benci ko tauuu mau marah sma diri sendiri pun ada,,
0728,May,20/5/2020,0.003878995,0.384020481,0.612100524,negative,Kota Kinabalu,bunuh diri,hdyhjfr pecah ya asal dayah dia nak bunuh diri ke hahaha,,
0729,May,16/5/2020,0.647254687,0.34921786,0.003527453,positive,Kota Kinabalu,#COVID19,muhasabah diri ramadan covid originalsabahan kota kinabalu,,
0730,May,11/5/2020,0.003281669,0.324885244,0.671833087,negative,Kota Kinabalu,#KitaJagaKita,bak kata peribahasa orang lama mengata dulang paku serpih mengata orang dia yang lebih bermaksud mencari salah orang tapi tak sedar diri sendiri lebih banyak salah renung renungkanlah japen sabah kita jaga kita stay at home,,
0731,May,1/5/2020,0.005340366,0.528696254,0.46596338,neutral,Kota Kinabalu,marah,katsuazmien myrabenzas girls kadang dia sendiri stress tak tahu nak cakap macam mana end up kadang kadang dia mrh dgn diri sendiri like mine kitorang setiap malam dah berjanji sebelum tidur akan luah apa yang terasa hati ke marah ke inn syaa allah everything will be fine try it,,
0732,April,17/4/2020,0.00127247,0.125974572,0.872752958,negative,Kota Kinabalu,sedih,sedih jugak sebab nampak sangat kepentingan diri tu dah la susah lagi demand,,
0733,March,25/3/2020,0.00044726,0.044278738,0.955274002,negative,Kota Kinabalu,marah,marah pulak pkp lajak tarikh padahal kebodohan diri sendiri beruk suruh duduk rumah pon payah,,
0734,March,23/3/2020,0.004475197,0.443044464,0.55248034,negative,Kota Kinabalu,bunuh diri,bahasa english putus break cinta love putus cinta bunuh diri,,
0735,March,19/3/2020,0.000542084,0.053666337,0.945791579,negative,Kota Kinabalu,#COVID19,update suspek pesakit covid melarikan diri namun seorang telah ditemui masih hidup degil mau lari juga seorang masih dlm pencarian stupid as fuc covid stay at home challenge jerk,,
0736,March,18/3/2020,0.005207457,0.515538247,0.479254296,neutral,Kota Kinabalu,bunuh diri,temasya bunuh diri secara jemaah,,
0737,December,29/12/2020,0.005578046,0.55222658,0.442195374,neutral,Kuching,bunuh diri,lolaalhabshee syukur alhamdulillah awk selamat pngajaran jugak untuk sy yg slalu nk cakap bunuh diri lebih baik dri hidup macam ni,,
0738,December,4/12/2020,0.000120371,0.011916684,0.987962946,negative,Kuching,sedih,akan ada satu malam malam yang sepi tidak seperti biasa timbulnya rasa sedih kecewa dan rasa terlalu penat diri mohon tabah walaupun hampir rebah,,
0739,December,2/12/2020,0.014161737,0.97597988,0.009858383,neutral,Kuching,#COVID19,sayangi diri dan keluarga terus patuhi sop dan amalkan kawalan kendiri bagi memutuskan penularan wabak covid kkm kkmm jpm mkn,,
0740,November,27/11/2020,0.000357484,0.03539088,0.964251636,negative,Kuching,bunuh diri,kata nak bunuh diri buaya dh tunggu tu sebab nak tolong bunuh,,
0741,November,23/11/2020,0.003169437,0.313774291,0.683056271,negative,Kuching,sedih,dah tahu dapat partner hati tisu asal still nak buat dia sedih dia dah cukup sabar terima kau perangai kau itu kau tak fikir ke sedar la diri kau takde nak terima kau ada pun kau sia ii mcm tu je perit wey,,
0742,November,13/11/2020,0.000994564,0.098461802,0.900543634,negative,Kuching,bunuh diri,mufcmalaysia bukan bahaya lagi ni ni bunuh diri namanya lwn liverpool mau tak kalah nanti jgn eh,,
0743,November,13/11/2020,0.000893051,0.088412095,0.910694853,negative,Kuching,sedih,kdg ku rasa sedih dan malu dgn diri ku,,
0744,November,11/11/2020,0.001094256,0.108331312,0.890574433,negative,Kuching,sedih,sedih dengan diri sendiri nggak tau mau menjelaskan kayak gi mana gua lakuin yang terbaik tapi belum lagi cukup baik gua berharap gua dpat menghapus rasa sakit ini gua capek,,
0745,October,24/10/2020,0.001237858,0.122547946,0.876214196,negative,Kuching,marah,kadang kadang sendiri pun tak tahu why diri sendiri rasa bad mood rasa nak marah,,
0746,October,18/10/2020,0.001026045,0.101578425,0.897395531,negative,Kuching,bunuh diri,ya allah aku rasa mcm nak bunuh diri sumpah,,
0747,October,4/10/2020,0.006360348,0.629674405,0.363965247,neutral,Kuching,sedih,haritu ada tgk nilopa ckp buat doa sendiri untuk hari kita doa aku dh buat minggu lepas tp syg nya aku xbaca harini aku sedih yakmat aku pun baca doa tu tiba aku sedar diri yang byk betul nikmat allah beri,,
0748,September,23/9/2020,0.00057315,0.056741837,0.942685014,negative,Kuching,marah,ustazidris gila yg paling allah marah gila guna ugama buat hukum ikut sedap dan untung diri sendiri perompak pun dia kata halal semua ustad pas yg jadi pemimpin ada penyakit gila ni,,
0749,September,22/9/2020,0.080912225,0.909896898,0.009190878,neutral,Kuching,bunuh diri,im not saying that im perfect i just said that im mature thinking and always positive if im not lama dah aku bunuh diri,,
0750,September,22/9/2020,0.002664397,0.263775345,0.733560257,negative,Kuching,sedih,kadang kadang sedih nangga diri sendiri bila sedih jak carik allah tapi bila senang susah nak carik allah,,
0751,September,22/9/2020,0.00037868,0.037489271,0.96213205,negative,Kuching,marah,danithegreat point out kau tu bodoh tak masuk akal kau counter pasal lgbt asal aku tak boleh defences aku dh biasa dh dgn manusia munafik syirik lahanat dan sewaktu dengannya macam kau hahahaha yang acah kuat rasa diri pure toughness marah menyumpah seumpama pondan,,
0752,September,18/9/2020,0.000404782,0.040073413,0.959521805,negative,Kuching,marah,bila hati dah letih yang panas pun boleh jadi sejuk sebab dah letih dengan orang sekeliling nak marah nak caring pun dah tiada perasaan jauhkan diri lebih baik tenangkan diri sendiri jalan seorang diri tenangkan fikiran di pantai di tempat semula jadi,,
0753,September,5/9/2020,0.003405206,0.337115369,0.659479425,negative,Kuching,bunuh diri,awanjebat saya evawina dan saya terselamat drpd cubaan bunuh diri buat bbrpa kali kali terakhir adalah hujung bln lps masih bertarung mengawal hobi self harm masih lagi bergantung pada ubat untuk berhadapan musuh iaitu anxiety dan mdd esok mungkin ada mungkin jug atidak,,
0754,August,26/8/2020,0.001496345,0.14813813,0.850365525,negative,Kuching,sedih,kadang penat penat nak jadi ceria demi menutupi kesedihan yang menyelubungi diri penat betul la apa yang orang cakap kau takkan rasa apa yang orang lain lalui tunjuk happy pun ada orang dengki tunjuk sedih pun ada yang tak puas hati apatah lagi kalau hanya berdiam diri,,
0755,August,22/8/2020,0.002820866,0.279265736,0.717913398,negative,Kuching,bunuh diri,setia pada satu simpan dalam hati kalau dia tambah lagi satu aku bunuh diri tp boong biar la kau nk padang brpa bnyk klau kau rsa sronok when dh bosan dtg la blik aq sedia senapang dudk kt tilam tunggu kau,,
0756,August,14/8/2020,0.000260229,0.025762631,0.97397714,negative,Kuching,bunuh diri,redha akan bunuh diri kiranya,,
0757,July,7/7/2020,0.00011858,0.011739457,0.988141963,negative,Kuching,bunuh diri,kalau tgok keadaan aku akan rasa dia bunuh diri tapi luka di kepala dia kedudukan pistol tu x serasi luka tembakan biasanya akan ada luka masuk lagi luka keluar luka masuk biasanya bersih luka keluar akan pecah bersambung,,
0758,July,3/7/2020,0.329074543,0.664216202,0.006709255,neutral,Kuching,bunuh diri,ismadenial xperlu celen aku kita lain jalan hidup babe mcm kau gojes always gojes aku mun nak compare dgn life org dh bunuh diri ku kali,,
0759,June,19/6/2020,0.003693638,0.36567012,0.630636242,negative,Kuching,bunuh diri,eekbal dah tau dah bomba selamatkan orang bunuh diri,,
0760,May,24/5/2020,0.003282841,0.325001291,0.671715867,negative,Kuching,sedih,attausan sobs sama la bangun pagi dah sedih xda dgn family i sedapkan hati pegi mall shopping beli seluar lepas tu balik rumah try ketat pula sedih x tak sedar diri badan dah mengembang dengan jayanya,,
0761,May,24/5/2020,0.428380054,0.565903747,0.005716199,neutral,Kuching,#KitaJagaKita,selamat hari raya aidilfitri maaf zahir dan batin buat sahabat sahabat yang mengenali diri ini stay at home kita jaga kita dalam kerendahan hati ada ketinggian budi dalam kemiskinan harta ada kekayaan director ogy n damia enterprise,,
0762,May,12/5/2020,0.001421286,0.140707322,0.857871392,negative,Kuching,sedih,fridjiminor sometimes kita just share jer story sedih kita kat member dia kisah ke tak itu belakang kira asalkan rasa terlepas sikit beban sedih dlm diri,,
0763,April,26/4/2020,0.002430446,0.240614176,0.756955377,negative,Kuching,sedih,nenek aku pesan tadi masa berbuka andai kata suatu hari nanti dia di ambil semula kepada sang pencipta nya ingat jadi lah orang yang selalu menghiburkan orang tunjuk contoh yang baik jangan ada sifat benci dalam diri sedih,,
0764,April,12/4/2020,0.781092878,0.216718051,0.002189071,positive,Kuching,bunuh diri,amrlasyr ff in your own words you worthless little creature elok lah bunuh diri your existence just make the world filthy you dont deserve to live how is it to have a taste of your own words pathetic,,
0765,March,29/3/2020,0.001079175,0.106838286,0.89208254,negative,Kuching,#COVID19,musim covid ni banyak artis usahawan mula menonjolkan kebodohan diri tiber down sebab katanya takda income bisnes merudum tak prepare ka nak alami zaman kejatuhan tu kan semua risiko yang normal yang akan di alami tak selamanya di atas stay safe movement control order,,
0766,March,19/3/2020,0.000151628,0.015011189,0.984837182,negative,Kuching,bunuh diri,duduk di rumah dan jangan keluar kalau masih ada lagi yang tak faham minum racun pi bunuh diri la aku yg terpaksa keluar bekerja ni rasa teringin nak duduk rumah aku jumpa bebal x faham bahasa kat jalan raya memang ku lenyek dgn kereta aku camsial tak dengar cakap,,
0767,March,18/3/2020,0.00030182,0.029880218,0.969817962,negative,Kuching,bunuh diri,kesian pm merayu banyak kali agar rakyat diam sahaja di rumah utk tempoh minggu sahajaitu pun rakyat ingkar kalau tak faham lagi baik minum racun bunuh diri je la rakyat malaysia ni banyak sangat yang bebal tak faham bahasa sangat menyedihkan,,
0768,December,29/12/2020,0.006426751,0.63624835,0.357324899,neutral,Shah Alam,bunuh diri,zt tz jiwa dia belum cukup kental utk bunuh diri,,
0769,December,29/12/2020,0.000196862,0.019489316,0.980313822,negative,Shah Alam,bunuh diri,my mom say saya nak bunuh diri okay biarlah rahsia semua benda tu malas nak explain insiden malam tadi merayu ngan doc nak balik rumah dah lah sejuk terang benderang plak tu siap ada yg berdengkur mcmna aku nak tido,,
0770,December,29/12/2020,0.002593171,0.25672395,0.740682878,negative,Shah Alam,marah,yelah korang seronok lah dulu gaji awal kan tkpe aku sabar jee sbb gaji aku hb bukan gaji aku tkde lagi pon aku cuba perbetol kan diri sendiri nak masuk tahun baru dah kan sampai bila kita nak marah lagi pon umur aku dah meningkat sampai bila nak marah jee insyaallah akan dtng,,
0771,December,29/12/2020,0.000958559,0.094897373,0.904144068,negative,Shah Alam,marah,kena marah teruk dengan kakak abang sebab submit nama pegi kursus tak bincang dulu haaa dah pandai buat keputusan sendiri tak tanya dah alaaaaaaaaaaaaa masatu frust sebab tkleh p yotac terus nak bawak diri konon,,
0772,December,29/12/2020,0.000335317,0.033196365,0.966468318,negative,Shah Alam,kecewa,i jauhkan diri dari orang lain sebab saya rasa saya yang salah saya yang toxic maybe i kena belajar lebih lagi menghargai perasaan orang lain walhal orang lain tak fikir langsung pasal diri kita ni macam saya kata tadi hidup kena teruskan kecewa sedih tapi tetap bangun,,
0773,December,29/12/2020,0.000160292,0.015868876,0.983970833,negative,Shah Alam,marah,dan salah diri sendiri sebab letak expectation tinggi sangat saya manusia biasa je ada sifat sedih marah kecewa semua ni,,
0774,December,29/12/2020,0.003282904,0.325007539,0.671709557,negative,Shah Alam,kecewa,sayang diri sendiri dulu before nak sayang orang lain sebab confirm kecewa kalau terlalu berharap and end up lain jadinya,,
0775,December,28/12/2020,0.006063738,0.600310095,0.393626166,neutral,Shah Alam,bunuh diri,teringat pulak kadal desam beautiful friendship tanil nak bunuh diri supaya dalah x perlu memilih kajorn hilangkan diri supaya dalah pilih tanil lebih dramatik kalau watak tanil tay tawan yg berlakon petekao,,
0776,December,28/12/2020,0.001098217,0.10872347,0.890178313,negative,Shah Alam,marah,aku boleh paham kau tp paham la aku jgak jangan pikir nak nanti makan diri kalau aku cakap marah so aku mampu tweet jela,,
0777,December,28/12/2020,0.000994804,0.09848562,0.900519576,negative,Shah Alam,sedih,jaga diri walaupun kita dah tak berkawan sesakit mana pun hati akui am still human haih sedih plak hahaha,,
0778,December,28/12/2020,0.000563191,0.055755928,0.943680881,negative,Shah Alam,bunuh diri,captsolv azrlazm hadesmelayu tak semua family faham situasi tu sy kene sihir da tahun n deppression tahun masa mula mmg jd biadap dgan parents n family x anggap pun kene buatan org or pape ingat prangai kte yg berubah camtu sampai la dah tahap nk bunuh diri g berubat baru tahu d sihir,,
0779,December,28/12/2020,0.001243566,0.123113043,0.87564339,negative,Shah Alam,sedih,plan km tapi buat km je sedih dengan diri sendiri sebab pemalas,,
0780,December,27/12/2020,0.004113272,0.407213974,0.588672754,negative,Shah Alam,bunuh diri,bukan protecter ye yang crack tapi screen aku mcm nak bunuh diri,,
0781,December,26/12/2020,0.004682592,0.004682592,0.531740809,negative,Shah Alam,marah,nak marah berpada nak seronok berpada nasihat pada diri sendiri,,
0782,December,26/12/2020,0.005510617,0.545551117,0.448938266,neutral,Shah Alam,sedih,sedih dengan diri yang tak mampu beri kebahagiaan dekat mak sendiri,,
0783,December,26/12/2020,0.004058455,0.401787069,0.594154475,negative,Shah Alam,#COVID19,elakkan s adalah vaksin yang paling berkesan untuk membendung penularan covid terus patuhi sop dan amalkan kawalan kendiri jaga diri dan keluarga,,
0784,December,26/12/2020,0.004058964,0.401837473,0.594103562,negative,Shah Alam,bunuh diri,muhdhaziqadil nak bunuh diri,,
0785,December,24/12/2020,0.001315417,0.130226302,0.86845828,negative,Shah Alam,bunuh diri,mau muntah liat tweet dia dulu minta jangan deket takut komitmen udah biasa sendiri butuh family time sekarang liat tweet nya sendu macam orang nak bunuh diri sebab perlukan orang lain is this what u said matured wipe my ass bitj karma la dulu sia in gua mampus,,
0786,December,23/12/2020,0.007945336,0.786588295,0.205466369,neutral,Shah Alam,sedih,hrthzkwn muhasabah pada diri dulu bila hati tengah sedih banyak penyelesaian pintas dan sementara yang kita akan pilih nilai pada diri mana yang kurang mana yang lebih yang kurang kita perbaiki yang lebih kita kekalkan,,
0787,December,23/12/2020,0.000125676,0.012441884,0.98743244,negative,Shah Alam,bunuh diri,perangai gila dia boleh buat aku rasa nak bunuh diri sekarang jgk,,
0788,December,22/12/2020,0.122366896,0.868856773,0.008776331,neutral,Shah Alam,sedih,macam sedih pulak rasa bila part of family sendiri ada yang positive cov jaga diri jaga jarak moga kita dilindungi,,
0789,December,22/12/2020,0.001209322,0.119722877,0.879067801,negative,Shah Alam,bunuh diri,bunuh diri ke apa korg ni,,
0790,December,21/12/2020,0.002517424,0.249224992,0.748257584,negative,Shah Alam,kecewa,dengar macam kecewa dah nasihat pun tak jalan tahu la tu duit dia tapi why not sambil tu cuba improve diri sendiri dlu,,
0791,December,20/12/2020,0.000487786,0.048290785,0.951221429,negative,Shah Alam,sedih,sedih bila saudara aku share yang golongan title datin cakap dekat dorg cermin diri sikit tahu kau harta banyak datin tapi level sombong kau ni aku tak perkenanlah dengki,,
0792,December,20/12/2020,0.001249384,0.123688983,0.875061633,negative,Shah Alam,kecewa,kecewa dengan diri sendiri dah seminggu tak keluar peluh,,
0793,December,19/12/2020,0.003295322,0.326236851,0.670467827,negative,Shah Alam,bunuh diri,thisismirfan nanti duk dgn aku bunuh diri lagi,,
0794,December,19/12/2020,0.005481811,0.542699289,0.4518189,neutral,Shah Alam,sedih,bila hang takde ataupun tak dapat apa benda yang hang nak hang tak perlu sedih hang perlu cari dengan usaha apa yang penting hang perlu bersyukur dengan apa yang hang ada sekarang pesan pada diri sendiri untuk muhasabah diri,,
0795,December,19/12/2020,0.000620297,0.06140942,0.937970283,negative,Shah Alam,marah,marah dngan diri sndiri ni mmg tak boleh nak luah kan,,
0796,December,19/12/2020,0.003849577,0.381108087,0.615042337,negative,Shah Alam,sedih,ikramibnsidik hati ni pedih dan perit lgi bila kita tgk ibu sedih so sometimes kita diamkan diri,,
0797,December,19/12/2020,0.009353007,0.925947645,0.064699349,neutral,Shah Alam,sedih,sedih nya rase diri ini penat lelah cuba itu ini untuk naikkan chocolicio tapi takde pon yang sudi say hai,,
0798,December,19/12/2020,0.00134828,0.133479757,0.865171963,negative,Shah Alam,kecewa,kadang kecewa dgn diri sendiri,,
0799,December,18/12/2020,0.005918591,0.585940486,0.408140924,neutral,Shah Alam,marah,adlinzkl haha aku mmg marah wei dgn diri sendiri,,
0800,December,18/12/2020,0.007612604,0.753647819,0.238739577,neutral,Shah Alam,bunuh diri,snmaliy suruh classmate kau ke batch kau sorang attempt bunuh diri nanti lect kau stop la bagi assignment agagagaha,,
0801,December,18/12/2020,0.574076012,0.421664749,0.00425924,positive,Shah Alam,#KitaJagaKita,sesuaikan diri dengan kebiasaan baharu dan amalkan norma baru sentiasa berfikiran positif dan terus mematuhi sop serta amalkan langkah langkah pencegahan yang telah disarankan oleh kerajaan mqa prihatin stay at home duduk rumah kita jaga kita kita mesti menang,,
0802,December,18/12/2020,0.000522534,0.051730871,0.947746595,negative,Shah Alam,kecewa,penyakit toxic comparison compare dgn pencapaian dunia akan kecewa competition bersaing dgn diri sendiribkn bersaing dgn org lain sehingga akan hasilkan kedengkian marah dan dendam,,
0803,December,18/12/2020,0.003101041,0.307003047,0.689895912,negative,Shah Alam,sedih,ainulnunanaa i faham i pun kadang mcam u jugak tgh malam overthink n sedih tp bila i try figure out setiap kali kte fikir masalah tu takkan selesai so cara tenangkn diri kte kene berada d masa skrg bukan masa lalu atau masa depan u try cara i bg tu serius menjadi,,
0804,December,18/12/2020,0.005460211,0.54056092,0.453978869,neutral,Shah Alam,sedih,ainulnunanaa r u ok be strong dear u jgn overthink sgt n tidur jgn dlam keadaan sedih if u rasa nak calm cuba try cara ni walaupun x deppression still can use utk tenangkn diri dr byak bfikir hopefully esok bangun tiada lagi kesedihan,,
0805,December,17/12/2020,0.003084359,0.305351535,0.691564106,negative,Shah Alam,bunuh diri,endwithz dikira cubaan bunuh diri kalau tenung tu siapa buat wallpaper gambar dia ni boleh report dekat bomba cubaan bunuh diri kakakakaka,,
0806,December,17/12/2020,0.000528939,0.052364998,0.947106062,negative,Shah Alam,bunuh diri,nak bunuh diri ke apa,,
0807,December,17/12/2020,0.003103499,0.307246441,0.68965006,negative,Shah Alam,sedih,mommyani saya berasa sangat kesian kat dia dengan dugaan yang dihadapi bila tengok dia positive buat saya rasa sedih dengan diri sendiri dia lebih menghargai kehidupannya melebihi saya hargai kehidupan saya,,
0808,December,17/12/2020,0.000814991,0.080684148,0.918500861,negative,Shah Alam,marah,ramai suruh aku cari awek hahaha bro bukan tak nak cari cuma aku tak suka orang annoying tetiba merajuk tak tentu pasal tetiba marah kau benda babi baik aku cari duit dan happy kan diri sendiri lagi bagus dont waste your time dengan orang yang belum tentu dengan kita okay,,
0809,December,16/12/2020,0.001664817,0.164816911,0.833518272,negative,Shah Alam,marah,langgar dinding atau meja ialah jenis clumsiness yang saya tak tau nak marah diri sendiri ke dinding atau meja tu mungkin salah dahi dan siku apa pun esok nak try makan gepuk,,
0810,December,16/12/2020,0.004162386,0.412076237,0.583761377,negative,Shah Alam,sedih,missalienx kenapa ntah tepuk dada tanya diri sendiri lah kata kat dia hahaha lagi buat sedih konon kena ujian,,
0811,December,16/12/2020,0.004294513,0.425156791,0.570548696,negative,Shah Alam,bunuh diri,nttzi muhammadhaizam its true ada yang sanggup bunuh diri disebabkan perkara ini,,
0812,December,16/12/2020,0.007818629,0.774044223,0.218137148,neutral,Shah Alam,#KitaJagaKita,mencari cari pelindungan terbaik untuk diri anda dan keluarga just inbox or whtsapp shafiq untuk mendapatkan khidmat nasihat secara percuma bagi plan medical card hibbah kematian manfaat hilang upaya kekal dan manfaat penyakit kritikal kita jaga kita medical card takaful,,
0813,December,16/12/2020,0.002348239,0.232475613,0.765176148,negative,Shah Alam,bunuh diri,natashaanizam cakap la sorry sambil ugut bunuh diri baru real,,
0814,December,16/12/2020,0.007532528,0.745720295,0.246747177,neutral,Shah Alam,marah,sold siap tukar nama umur mai beli keta cash tnya mak tk marah ke beli saya beli guna duit saya bang mak saya tk tahu saya teringin nk guna honda saya kumpul dari sekolah bagus dik keputusan untuk diri sendiri janji usaha salutee,,
